2026-08-01 14:58:26,970 | WARNING | PUSH2 used: __main__.fake_push2_call
2026-08-03 09:28:17,152 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:18,153 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:19,153 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:20,154 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:21,024 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:22,282 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:23,280 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:24,275 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:25,292 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:26,377 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:27,289 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:28,311 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:29,299 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:30,289 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:31,280 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:32,290 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:33,311 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:34,295 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:35,280 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:36,286 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:37,314 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:38,286 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:39,319 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:40,321 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:41,288 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:42,311 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:43,316 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:44,303 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:45,294 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:46,282 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:47,282 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:48,301 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:49,298 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:50,283 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:51,316 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:52,294 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:53,278 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:54,396 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:55,390 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:56,395 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:57,395 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:58,479 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:28:59,568 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:00,016 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:01,638 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:02,026 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:03,579 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:04,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:05,181 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:06,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:07,024 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:08,577 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:09,180 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:10,180 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:11,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:12,180 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:13,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:14,181 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:15,180 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:16,181 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:17,183 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:18,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:19,436 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:20,394 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:21,401 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:22,416 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:23,420 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:24,396 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:25,387 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:26,397 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:27,397 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:28,405 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:29,402 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:30,410 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:31,420 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:32,410 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:33,443 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:34,424 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:35,409 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:36,419 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:37,446 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:38,413 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:39,422 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:40,629 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:41,177 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:42,014 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:43,444 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:44,423 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:45,431 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:46,439 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:47,429 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:48,391 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:49,403 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:50,419 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:51,418 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:52,386 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:53,470 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:54,449 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:55,447 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:56,403 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:57,376 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:58,425 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:29:59,391 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:00,590 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:01,154 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:02,593 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:03,173 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:04,172 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:05,174 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:06,173 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:07,173 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:08,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:09,172 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:10,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:11,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:12,176 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:13,173 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:14,174 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:15,122 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:16,579 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:17,019 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:18,401 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:19,407 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:20,395 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:21,398 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:22,396 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:23,380 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:24,395 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:25,407 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:26,421 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:27,378 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:28,408 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:29,392 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:30,388 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:31,389 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:32,401 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:33,442 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:34,382 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:35,391 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:36,406 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:37,387 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:38,415 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:39,393 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:40,398 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:41,391 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:42,431 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:43,425 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:44,398 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:45,509 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:46,460 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:47,446 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:48,563 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:49,181 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:50,177 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:51,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:52,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:53,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:54,180 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:55,183 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:56,181 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:57,190 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:58,184 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:30:59,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:00,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:01,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:02,186 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:03,179 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:04,169 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:05,354 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:06,336 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:07,306 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:08,310 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:09,381 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:10,366 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:11,358 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:12,375 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:13,382 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:14,408 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:15,362 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:16,375 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:17,331 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:18,334 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:19,357 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:20,340 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:21,377 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:22,393 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:23,415 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:24,334 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:25,315 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:26,350 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:27,321 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:28,333 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:29,344 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:30,304 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:31,303 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:32,478 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:33,563 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:34,160 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:35,054 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:36,447 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:37,575 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:38,161 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:39,084 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:40,543 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:41,160 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:42,413 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:43,065 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:44,554 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:45,646 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:46,162 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:47,157 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:48,161 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:49,164 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:50,162 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:51,159 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:52,015 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:53,418 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:54,320 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:55,328 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:56,365 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:57,320 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:58,343 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:31:59,331 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:00,389 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:01,318 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:02,348 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:03,379 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:04,346 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:05,299 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:06,299 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:07,324 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:08,291 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:09,296 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:10,302 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:11,325 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:12,298 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:13,294 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:14,319 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:15,335 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:16,327 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:17,292 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:18,302 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:19,288 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:20,288 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:21,316 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:22,392 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:23,300 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:24,311 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:25,448 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:26,310 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:27,310 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:28,303 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:29,488 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:30,061 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:31,523 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:32,153 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:33,165 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:34,150 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:35,150 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:36,150 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:37,163 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:38,152 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:39,151 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:40,151 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:41,151 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:41,956 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:43,495 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:43,960 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:45,315 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:46,308 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:47,287 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:48,295 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:49,287 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:50,284 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:51,290 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:52,294 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:53,294 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:54,302 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-03 09:32:55,288 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
